,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER
675,6,075,30201,1400000US06075030201,6075030201,302.01,CT,360958,0
744,6,081,610400,1400000US06081610400,6081610400,6104.0,CT,1013852,0
745,6,081,611300,1400000US06081611300,6081611300,6113.0,CT,1759464,4125
746,6,081,612100,1400000US06081612100,6081612100,6121.0,CT,979706,0
747,6,081,613900,1400000US06081613900,6081613900,6139.0,CT,2726901,0
787,6,075,11800,1400000US06075011800,6075011800,118.0,CT,56564,0
788,6,075,12201,1400000US06075012201,6075012201,122.01,CT,92048,0
795,6,075,12402,1400000US06075012402,6075012402,124.02,CT,358024,0
796,6,075,16400,1400000US06075016400,6075016400,164.0,CT,309099,0
797,6,075,16801,1400000US06075016801,6075016801,168.01,CT,226535,0
798,6,075,17700,1400000US06075017700,6075017700,177.0,CT,903842,0
799,6,075,20300,1400000US06075020300,6075020300,203.0,CT,285950,0
800,6,075,20700,1400000US06075020700,6075020700,207.0,CT,347105,0
801,6,075,21400,1400000US06075021400,6075021400,214.0,CT,353319,0
802,6,075,22702,1400000US06075022702,6075022702,227.02,CT,283840,0
843,6,075,32901,1400000US06075032901,6075032901,329.01,CT,671900,0
